IOUT_DIFF X,IOUT_DIFF Y
0,0
1e-05,4.005169739676914e-09
2e-05,7.992098798491284e-09
3e-05,1.194259416181016e-08
4e-05,1.583858231991217e-08
5e-05,1.966228748420087e-08
6e-05,2.339627040409092e-08
7.000000000000001e-05,2.702350742373506e-08
8.000000000000001e-05,3.052746915962852e-08
9.000000000000001e-05,3.389219625293512e-08
0.0001,3.710237219468328e-08
0.00011,4.014339287095772e-08
0.00012,4.300143251483272e-08
0.00013,4.566350578265644e-08
0.00014,4.811752570355473e-08
0.00015,5.035235728264542e-08
0.00016,5.235786657029507e-08
0.00017,5.412496503978299e-08
0.00018,5.564564914426828e-08
0.00019,5.691303495006306e-08
0.0002,5.792138776640873e-08
0.00021,5.866614671154746e-08
0.00022,5.914394417183011e-08
0.00023,5.935262012371169e-08
0.00024,5.9291231298909e-08
0.00025,5.896005518171761e-08
0.00026,5.836058883343417e-08
0.0002700000000000001,5.749554254566573e-08
0.0002800000000000001,5.636882832961271e-08
0.0002900000000000001,5.498554325650346e-08
0.0003000000000000001,5.335194767316753e-08
0.0003100000000000002,5.147543832822622e-08
0.0003200000000000002,4.936451645995724e-08
0.0003300000000000002,4.70287509139741e-08
0.0003400000000000002,4.447873638109961e-08
0.0003500000000000003,4.172604686982215e-08
0.0003600000000000003,3.87831845550242e-08
0.0003700000000000003,3.566352417420033e-08
0.0003800000000000003,3.238125317330947e-08
0.0003900000000000004,2.895130783589376e-08
0.0004000000000000004,2.538930566114189e-08
0.0004100000000000004,2.171147428729722e-08
0.0004200000000000005,1.793457728685844e-08
0.0004300000000000005,1.407583718698212e-08
0.0004400000000000005,1.015285609403093e-08
0.0004500000000000005,6.183534322729427e-09
0.0004600000000000006,2.185987449085695e-09
0.0004700000000000006,-1.821537779286845e-09
0.0004800000000000006,-5.820748231158251e-09
0.0004900000000000006,-9.793389426768281e-09
0.0005000000000000007,-1.372133036689036e-08
0.0005100000000000007,-1.758664770457344e-08
0.0005200000000000007,-2.137170881423762e-08
0.0005300000000000007,-2.505925332341209e-08
0.0005400000000000008,-2.86324726864917e-08
0.0005500000000000008,-3.207508739817041e-08
0.0005600000000000008,-3.537142146567214e-08
0.0005700000000000008,-3.850647378372614e-08
0.0005800000000000009,-4.146598608335663e-08
0.0005900000000000009,-4.423650715540091e-08
0.0006000000000000009,-4.680545308016352e-08
0.0006100000000000009,-4.916116322656801e-08
0.000620000000000001,-5.129295181603047e-08
0.000630000000000001,-5.319115487684657e-08
0.000640000000000001,-5.484717244502106e-08
0.0006500000000000011,-5.625350589454811e-08
0.0006600000000000011,-5.740379030492102e-08
0.0006700000000000011,-5.829282179566267e-08
0.0006800000000000011,-5.89165797755462e-08
0.0006900000000000012,-5.927224406963438e-08
0.0007000000000000012,-5.935820689923816e-08
0.0007100000000000012,-5.917407969892161e-08
0.0007200000000000012,-5.87206947628372e-08
