VIN_DIFF X,VIN_DIFF Y
0,0
1e-05,0.0006744391956365892
2e-05,0.001345807085071371
3e-05,0.002011046348420864
4e-05,0.002667127574748962
5e-05,0.003311063057598762
6e-05,0.00393992040061053
7.000000000000001e-05,0.00455083587126337
8.000000000000001e-05,0.005141027441932122
9.000000000000001e-05,0.005707807458869674
0.0001,0.00624859488142393
0.00011,0.00676092703575315
0.00012,0.00724247082951468
0.00013,0.007691033376455714
0.00014,0.008104571982525899
0.00015,0.008481203448033048
0.00016,0.00881921264348362
0.00017,0.009117060320054327
0.00018,0.009373390119125746
0.00019,0.009587034748958612
0.0002,0.009757021300385249
0.00021,0.009882575677307548
0.00022,0.009963126121827814
0.00023,0.009998305817958242
0.00024,0.009987954562051815
0.00025,0.009932119492347846
0.00026,0.009831054874312128
0.0002700000000000001,0.009685220942744266
0.0002800000000000001,0.0094952818059304
0.0002900000000000001,0.009262102421383034
0.0003000000000000001,0.008986744656939605
0.0003100000000000002,0.008670462455157013
0.0003200000000000002,0.008314696123025378
0.0003300000000000002,0.007921065773002223
0.0003400000000000002,0.00749136394523453
0.0003500000000000003,0.007027547444572235
0.0003600000000000003,0.006531728429537753
0.0003700000000000003,0.006006164793838753
0.0003800000000000003,0.005453249884220357
0.0003900000000000004,0.004875501601484311
0.0004000000000000004,0.004275550934302874
0.0004100000000000004,0.003656129978047762
0.0004200000000000005,0.003020059493192173
0.0004300000000000005,0.002370236059943576
0.0004400000000000005,0.001709618887602904
0.0004500000000000005,0.001041216338720563
0.0004600000000000006,0.0003680722294134853
0.0004700000000000006,-0.0003067480317664462
0.0004800000000000006,-0.0009801714032955378
0.0004900000000000006,-0.001649131204899845
0.0005000000000000007,-0.002310581082806795
0.0005100000000000007,-0.002961508882436181
0.0005200000000000007,-0.003598950365349962
0.0005300000000000007,-0.004220002707997939
0.0005400000000000008,-0.004821837720791367
0.0005500000000000008,-0.00540171472729889
0.0005600000000000008,-0.005956993044924364
0.0005700000000000008,-0.006485144010221155
0.0005800000000000009,-0.006983762494089829
0.0005900000000000009,-0.007450577854414719
0.0006000000000000009,-0.007883464276266183
0.0006100000000000009,-0.008280450452577526
0.000620000000000001,-0.008639728561215865
0.000630000000000001,-0.00895966249756186
0.000640000000000001,-0.009238795325112958
0.0006500000000000011,-0.009475855910177522
0.0006600000000000011,-0.009669764710448447
0.0006700000000000011,-0.009819638691095589
0.0006800000000000011,-0.009924795345987114
0.0006900000000000012,-0.009984755805732881
0.0007000000000000012,-0.009999247018391388
0.0007100000000000012,-0.009968202992911568
0.0007200000000000012,-0.009891765099647731
0.0007300000000000013,-0.009770281426577432
0.0007400000000000013,-0.009604305194155671
0.0007500000000000013,-0.009394592236021904
0.0007600000000000013,-0.009142097557035322
0.0007700000000000014,-0.008847970984309339
0.0007800000000000014,-0.008513551931052632
0.0007900000000000014,-0.008140363297059361
0.0008000000000000014,-0.007730104533627324
0.0008100000000000015,-0.007284643904482246
0.0008200000000000015,-0.006806009977954552
0.0008300000000000015,-0.006296382389149091
0.0008400000000000016,-0.005758081914178481
0.0008500000000000016,-0.005193559901655709
0.0008600000000000016,-0.00460538710958236
0.0008700000000000016,-0.003996241998456274
0.0008800000000000017,-0.003368898533922193
0.0008900000000000017,-0.002726213554499424
0.0009000000000000017,-0.002071113761922039
0.0009100000000000017,-0.00140658239332847
0.0009200000000000018,-0.0007356456359965957
0.0009300000000000018,-6.135884649149936e-05
0.0009400000000000018,0.0006132073630222834
0.0009500000000000018,0.001284981107938066
0.0009600000000000019,0.001950903220161448
0.0009700000000000019,0.002607941179152862
0.0009800000000000019,0.00325310292162273
0.0009900000000000019,0.003883450466988458
0.001000000000000002,0.0044961132965462
0.001010000000000002,0.005088301425431263
0.001020000000000002,0.005657318107836318
0.001030000000000002,0.00620057211763303
0.001040000000000002,0.006715589548470291
0.001050000000000002,0.007200025079613814
0.001060000000000002,0.007651672656224573
0.001070000000000002,0.008068475535438102
0.001080000000000002,0.008448535652497147
0.001090000000000002,0.008790122264286326
0.001100000000000002,0.009091679830905308
0.001110000000000002,0.009351835099389527
0.001120000000000002,0.009569403357322148
0.001130000000000002,0.009743393827855718
0.001140000000000002,0.009873014181578599
0.001150000000000002,0.00995767414467652
0.001160000000000002,0.009996988186962152
0.001170000000000002,0.009990777277526508
0.001180000000000002,0.009939069700023451
0.001190000000000002,0.009842100923869168
0.001200000000000002,0.009700312531945476
0.001210000000000003,0.009514350209689937
